betId,date,gameId,game,ticker,eventTicker,marketFamily,market,period,side,line,subjectType,subjectName,source,entryTimestamp,modelVersion,joinMethod,entryPricePct,entryAmerican,entryBidPct,entryAskPct,entryMidPct,closingAskPct,closingMidPct,closingAmerican,closingTimestamp,clvAskPct,clvMidPct,clvCaptureStatus,closingLineUnavailableReason,modelProbPct,marketImpliedPctAtEntry,projectedEdgePct,expectedProfitPerDollar,confidenceTier,recommendationStatus,modelSupportStatus,stake,result,grossReturn,netProfit,roiPct,lineupConfirmationStatus,awayPitcher,homePitcher,bullpenState,park,weather,umpire,favoriteOrUnderdog,horizon,manualAnalysisNotes,reasonCodes,exactContractMetadata,dataQualityStatus,dataQualityFlags,trackingType,countsTowardBankroll,hypotheticalStake,hypotheticalNetProfit,hypotheticalRoiPct,realMoneyBlockReasons
2026-05-30-021,2026-05-30,,TOR@BAL,,,,K Prop,,,,,,,,,legacy_fallback,56.522,-130,,,,,,,,,,,,58.0,,2.0,,Medium,SETTLED,,3.0,LOSS,0.0,-3.0,-100.0,,,,,,,,,,"K/9=9.84, 6+ Ks in each last 5 starts. BAL fewest splitters in AL (12th). Yesavage splitter 45% whiff. Proj 6.0 Ks. P(over 5.5)=55% vs VF ~56% at -130 → borderline. Log at $3 Medium only if line is -128 or better.","[""Rule 8: two-sided required \u2014 BAL K rate avg, splitter exposure high""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",POOR,"[""NO_EXACT_OR_GAME_IDENTITY"", ""UNRECOGNIZED_MARKET_STRING""]",REAL,True,,,,[]
2026-05-30-022,2026-05-30,,PHI@LAD,,,,K Prop,,,,,,,,,legacy_fallback,49.02,104,,,,,,,,,,,,48.9,,,,Paper,SETTLED,,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,,Season 6.6 K/game avg. Over 6.5 at +104: model 49% vs VF 49%. Essentially fair. Tracking only — no real edge. If line moves to +110+ then Medium eligible.,"[""Near-zero edge at +104 \u2014 Paper tracking only""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",POOR,"[""NO_EXACT_OR_GAME_IDENTITY"", ""UNRECOGNIZED_MARKET_STRING""]",REAL,True,,,,[]
2026-05-30-023,2026-05-30,,BOS@CLE,,,first_inning_run,NRFI,F1,,,,,,,,legacy_fallback,55.556,-125,,,,,,,,,,,,63.0,,8.0,,Medium,SETTLED,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,F1,"Dual solid starters: Messick true_xFIP=2.85 (recent 2.32, near no-hitter), Gray 3.71. Total proj 6.31. BOS RPG below avg. CLE RPG 4.14 (avg). Four-factor composite: (1) Both pitchers strong 1st-inn, (2) Recent form excellent, (3) Both offenses avg/below, (4) Progressive Field neutral park. Gate: total 7.5 = Rule 34 clear. Strong NRFI.",[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-024,2026-05-30,,LAA@TB,,,first_inning_run,NRFI,F1,,,,,,,,legacy_fallback,54.128,-118,,,,,,,,,,,,62.0,,6.0,,Medium,SETTLED,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,F1,"Detmers true_xFIP=2.88 (elite), Rasmussen 3.61. Tropicana dome suppresses scoring. Total proj 7.17. Four-factor: (1) Both starters solid 1st-inn, (2) Detmers 0 HR allowed profile, (3) LAA below-avg RPG, TB RPG 4.70 avg, (4) Dome park. T2: TB scored 8 → Medium. Rule 34: total 7.0 = clear.","[""T2: TB scored 8 yesterday \u2014 one downgrade from High""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-025,2026-05-30,,ATL@CIN,,,first_inning_run,YRFI,F1,,,,,,,,legacy_fallback,55.556,-125,,,,,,,,,,,,63.0,,8.0,,Medium,SETTLED,SUPPORTED,5.0,WIN,9.0,4.0,80.0,,,,,,,,,F1,"Singer xERA=6.07, 1.70 WHIP, 5.56 BB/9. ATL top-5 first-inning run rate (RPG 5.29 = elite offense). GABP park hitter-friendly. ATL leads MLB in first-inning run production. Rule 36 does NOT apply (Singer is NOT elite xERA). Total 9.5 blocks NRFI — YRFI is the only side.",[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-026,2026-05-30,,MIL@HOU,,,first_inning_run,YRFI,F1,,,,,,,,legacy_fallback,54.545,-120,,,,,,,,,,,,60.0,,6.0,,Medium,SETTLED,SUPPORTED,3.0,WIN,5.5,2.5,83.333,,,,,,,,,F1,Sproat 13.8% BB rate + HOU's Alvarez/Walker/Smith top of order = first-inning run likely. Total 8.5 blocks NRFI. Lambert suppresses MIL side but Sproat gives HOU first chance. Confidence: Medium.,[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-027,2026-05-30,,PHI@LAD,,,first_inning_run,YRFI,F1,,,,,,2026-05-30T23:00:00Z,,legacy_fallback,53.488,-115,,,,,,,2026-05-30T23:00:00Z,,,,,60.0,,5.0,,Medium,SETTLED,SUPPORTED,3.0,LOSS,0.0,-3.0,-100.0,,,,,,,,,F1,Sasaki recent FIP 6.97 (5 straight poor starts). PHI Schwarber (21 HR) bats early. Total 8.5 blocks NRFI. Rule 36 exception: opposing offense (LAD RPG 5.30) is top-5 = YRFI signal regardless. Moderate confidence — Luzardo suppresses LAD side.,[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-028,2026-05-30,,CHC@STL,,,team_total,Team Total,full_game,,,,,,,,legacy_fallback,54.545,-120,,,,,,,,,,,,66.8,,12.8,,Medium,SETTLED,SUPPORTED,5.0,WIN,9.17,4.17,83.4,,,,,,,,,full_game,CHC proj 4.56 runs vs Leahy (xERA 6.31). P(CHC>3.5)=66.8%. Rule 39: log TT Over not game total Over on lopsided matchup. Lineup confirmed per CHC. CHC RPG 4.78 season baseline.,[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-029,2026-05-30,,MIL@HOU,,,team_total,Team Total,full_game,,,,,,,,legacy_fallback,54.545,-120,,,,,,,,,,,,65.2,,11.2,,Medium,SETTLED,SUPPORTED,5.0,WIN,9.17,4.17,83.4,,,,,,,,,full_game,"HOU proj 5.56 runs vs Sproat (true_xFIP 5.59, recent 6.13). P(HOU>4.5)=65.2%. Yordan Alvarez OBP .419 vs Sproat 13.8% BB = walks and runs. Rule 39 canonical TT play.",[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-030,2026-05-30,,PHI@LAD,,,team_total,Team Total,full_game,,,,,,,,legacy_fallback,53.488,-115,,,,,,,,,,,,72.1,,18.1,,Medium,SETTLED,SUPPORTED,5.0,WIN,9.35,4.35,87.0,,,,,,,,,full_game,"PHI proj 4.90 runs vs Sasaki (true_xFIP 6.17). P(PHI>3.5)=72.1%. Rule 39 play. PHI RPG 3.95 season baseline but Sasaki deterioration overrides. Schwarber, Marsh, Crawford = power lineup early.",[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-30-031,2026-05-30,,KC@TEX,,,team_total,Team Total,full_game,,,,,,,,legacy_fallback,54.545,-120,,,,,,,,,,,,77.5,,23.5,,Medium,SETTLED,SUPPORTED,5.0,WIN,9.17,4.17,83.4,,,,,,,,,full_game,"KC proj 4.09 runs vs Rocker (xFIP 3.92, xERA 4.56). P(KC>2.5)=77.5% vs VF 54% = +23.5% edge. Lugo-KC combo: KC can score despite Rocker being decent. Witt Jr., Pasquantino lineup capable.",[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-064,2026-05-31,,SD@WSH,,,game_total,Total,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,52.83,-112,,,,,,,2026-05-31T06:00:00Z,,,,,68.0,,18.0,,High,SETTLED,SUPPORTED,8.0,LOSS,0.0,-8.0,-100.0,,,,,,,,,full_game,"Canning txFIP=5.04 highWalk. Littell txFIP=6.60 disaster, recent=9.13. WSH RPG=5.42 elite (season), L15=5.79, L7=5.67 all elite. Rule 27 override. P(Over 9.0)=68%. | SETTLED: Final: WSH 4 SD 2. Total=6, well under 9.0.","[""Rule 27: WSH elite offense blocks Under""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-065,2026-05-31,,SD@WSH,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,46.296,116,,,,,,,2026-05-31T06:00:00Z,,,,,74.0,,28.8,,Medium,SETTLED,SUPPORTED,5.0,WIN,10.8,5.8,116.0,,,,,,,,,full_game,"Market heavily pricing Canning's K upside vs Littell xERA=6.57 disaster. WSH wRC+=121, RPG elite. T3 downgrade from raw 28.8% edge. | SETTLED: WSH won 4-2. +$5.80","[""T3 Rule 28: market has SD -128 despite Littell disaster""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-066,2026-05-31,,MIN@PIT,,,game_total,Total,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,53.488,-115,,,,,,,2026-05-31T06:00:00Z,,,,,68.3,,18.3,,Medium,SETTLED,SUPPORTED,4.0,WIN,7.48,3.48,87.0,,,,,,,,,full_game,"Matthews txFIP=3.68 but xFIP>>xERA gap=+1.14 (fade signal). Ashcraft txFIP=2.94 elite. PIT REGRESSION (L7=5.71). T2 downgrade. | SETTLED: PIT 9 MIN 3. Total=12, cleared 7.5 easily.","[""T2: MIN scored 9 yesterday \u2014 High\u2192Medium""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-067,2026-05-31,,BOS@CLE,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,51.923,-108,,,,,,,2026-05-31T06:00:00Z,,,,,69.3,,18.6,,Paper,SETTLED,SUPPORTED,1.0,WIN,1.93,0.93,93.0,,,,,,,,,full_game,Suarez txFIP=3.27 solid. Bibee txFIP=4.83 but recent=3.65 hot. CLE BOUNCEBACK (L7=2.67). T2+T3 → Paper. | SETTLED: BOS won 9-4.,"[""T2: BOS scored 9 yesterday"", ""T3 Rule 28: VF=50.7% vs model=69.3% gap=18.6%""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-068,2026-05-31,,BOS@CLE,,,game_total,Total,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,53.488,-115,,,,,,,2026-05-31T06:00:00Z,,,,,60.7,,10.7,,Paper,SETTLED,SUPPORTED,1.0,WIN,1.87,0.87,87.0,,,,,,,,,full_game,CLE BOUNCEBACK partially suppresses Over. T2 BOS scored 9. Paper only. | SETTLED: BOS 9 CLE 4. Total=13.,"[""T2: BOS scored 9 yesterday \u2014 Over downgrade""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-069,2026-05-31,,LAA@TB,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,37.175,169,,,,,,,2026-05-31T06:00:00Z,,,,,44.8,,8.6,,Paper,SETTLED,SUPPORTED,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,full_game,"Kochanowicz txFIP=4.21, buy signal (xFIP<xERA). McClanahan txFIP=2.76 elite. LAA REGRESSION (L7=6.33). T2+T3 → Paper. | SETTLED: TB won 5-2.","[""T2: LAA scored 14 yesterday"", ""T3: VF=36.2% vs model=44.8%""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-070,2026-05-31,,ATL@CIN,,,game_total,Total,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,53.271,-114,,,,,,,2026-05-31T06:00:00Z,,,,,84.8,,34.8,,High,SETTLED,SUPPORTED,8.0,WIN,15.02,7.02,87.75,,,,,,,,,full_game,"BEST TOTAL ON SLATE. Strider txFIP=5.37 (IL return, xFIP>>xERA gap=+2.64). Lodolo txFIP=5.77, xERA=6.33 disaster. ATL RPG=5.29 elite. P(Over 8.5)=84.8%. | SETTLED: CIN 6 ATL 4. Total=10, cleared 8.5.","[""Rule 27: ATL elite offense blocks Under""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-071,2026-05-31,,ATL@CIN,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,55.752,-126,,,,,,,2026-05-31T06:00:00Z,,,,,60.6,,6.2,,Medium,SETTLED,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,full_game,ATL ML edge=6.2%. Strider returning from IL with xFIP/xERA massive divergence. Market anchored to career ERA. T3 → Medium. | SETTLED: CIN won 6-4. ATL ML loss.,"[""T3 Rule 28: market pricing Strider career xERA=2.73 not xFIP=5.37""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-072,2026-05-31,,ATL@CIN,,,winning_margin,Run Line,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,45.045,122,,,,,,,2026-05-31T06:00:00Z,,,,,53.0,,3.0,,Paper,SETTLED,SUPPORTED,2.0,LOSS,0.0,-2.0,-100.0,,,,,,,,,full_game,ATL RL +122 plus money with ~53% model cover. Both pitchers poor. ATL elite offense. Rule 26. | SETTLED: ATL lost outright 4-6. RL loss.,[],"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-073,2026-05-31,,DET@CWS,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,55.752,-126,,,,,,,2026-05-31T06:00:00Z,,,,,83.8,,29.4,,Medium,SETTLED,SUPPORTED,5.0,WIN,8.97,3.97,79.4,,,,,,,,,full_game,Raw model edge=29.4%. Burke txFIP=3.18 (buy signal: xFIP<xERA). CWS REGRESSION offset by DET BOUNCEBACK. Market pricing recent Montero form. T3 → Medium. | SETTLED: CWS won 2-1.,"[""T3 Rule 28: market pricing Montero recent form + DET bounceback""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-074,2026-05-31,,MIL@HOU,,,game_total,Total,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,53.488,-115,,,,,,,2026-05-31T06:00:00Z,,,,,70.8,,20.8,,Medium,SETTLED,SUPPORTED,4.0,LOSS,0.0,-4.0,-100.0,,,,,,,,,full_game,"Imai txFIP=5.70, BB=17.5%, avgIP=3.16 — bridge reliever scenario. MIL BOUNCEBACK (L7=3.50) offsets. HOU scored 9 yesterday → T2 → Medium. | SETTLED: HOU 0 MIL 2. Total=2. Massive miss on Over 7.5. Misiorowski dominant.","[""T2: HOU scored 9 yesterday \u2014 High\u2192Medium""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-075,2026-05-31,,MIL@HOU,,,team_total,Team Total,full_game,,,,,,,,legacy_fallback,54.545,-120,,,,,,,,,,,,60.0,,10.0,,Paper,SETTLED,SUPPORTED,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,full_game,Misiorowski elite (txFIP=1.68) suppresses HOU side → Rule 39 TT play for MIL. MIL proj=5.06 vs Imai. Paper until TT line confirmed. | SETTLED: MIL scored only 2.,"[""T1-Rule44: TT line unconfirmed""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-076,2026-05-31,,KC@TEX,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,52.607,-111,,,,,,,2026-05-31T06:00:00Z,,,,,68.1,,16.7,,Medium,SETTLED,SUPPORTED,4.0,WIN,7.6,3.6,90.0,,,,,,,,,full_game,"Leiter txFIP=4.21, highWalk, recent=5.06 cold. Wacha solid (3.81). KC BOUNCEBACK. Globe Life roof closed for thunderstorm. T3 → Medium. | SETTLED: TEX won 6-3.","[""T3 Rule 28: VF=51.4% vs model=68.1% gap=16.7%"", ""Weather: Globe Life retractable roof closed for thunderstorm""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-077,2026-05-31,,SF@COL,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,46.948,113,,,,,,,2026-05-31T06:00:00Z,,,,,64.4,,18.5,,Medium,SETTLED,SUPPORTED,4.0,LOSS,0.0,-4.0,-100.0,,,,,,,,,full_game,Ray txFIP=5.68 highWalk. Gordon GS=1 thin but recent=2.50. SF REGRESSION (L7=4.33). 18mph W wind at Coors blowing IN (pitcher-friendly). COL home dog +113 with model 64.4%. T3 → Medium. | SETTLED: SF won 19-6. COL ML loss.,"[""T3 Rule 28: VF=45.9% vs model=64.4%"", ""Coors: Under BLOCKED (neither pitcher qualifies)""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-078,2026-05-31,,AZ@SEA,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,59.514,-147,,,,,,,2026-05-31T06:00:00Z,,,,,72.5,,14.5,,Medium,SETTLED,SUPPORTED,5.0,WIN,8.4,3.4,68.0,,,,,,,,,full_game,"Kelly txFIP=5.23 but xFIP<xERA=7.22 (buy signal). Miller txFIP=3.35, GS=2 thin. SEA REGRESSION (L7=6.67). T3 → Medium. | SETTLED: SEA won 3-2 in 10inn.","[""T3 Rule 28: VF=58% vs model=72.5%"", ""Kelly xFIP buy signal partially offsets""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-079,2026-05-31,,AZ@SEA,,,game_total,Total,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,53.488,-115,,,,,,,2026-05-31T06:00:00Z,,,,,79.8,,29.8,,Medium,SETTLED,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,full_game,"Kelly xERA=7.22, recent=6.73 — still terrible. Miller GS=2 thin. T-Mobile dome (neutral weather). P(Over 7.5)=79.8%. | SETTLED: SEA 3 AZ 2. Total=5, well under 7.5.","[""T3: Kelly still poor despite buy signal""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-080,2026-05-31,,CHC@STL,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,51.456,-106,,,,,,,2026-05-31T06:00:00Z,,,,,66.3,,16.1,,Medium,SETTLED,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,full_game,"STL MASSIVE BOUNCEBACK (L7=1.80 vs implied=4.32, diff=-2.52). Wicks txFIP=4.56 GS=1 thin. Liberatore txFIP=4.70 recent=6.45 cold. CHC ML at -106 pick'em: model=66.3%, edge=16.1%. T2 → Medium. | SETTLED: STL won 5-1. CHC ML loss.","[""T2 Rule 22: pick'em (ML within 15c) \u2014 High\u2192Medium""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-081,2026-05-31,,CHC@STL,,,inning_result,F5 ML,F5,,,,,,,,legacy_fallback,51.456,-106,,,,,,,,,,,,65.0,,8.0,,Paper,SETTLED,SUPPORTED,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,F5,"Liberatore recent=6.45 cold. STL bounceback limits conviction. F5 price unconfirmed → Paper. | SETTLED: STL 5-0 after 5inn (2 in inn1, 3 in inn3). CHC F5 loss.","[""T1-Rule42: F5 price unconfirmed"", ""Wicks GS=1 thin sample""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-082,2026-05-31,,TOR@BAL,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,54.751,-121,,,,,,,2026-05-31T06:00:00Z,,,,,59.7,,6.2,,Paper,SETTLED,SUPPORTED,1.0,WIN,1.83,0.83,83.0,,,,,,,,,full_game,Miles used as opener — Rule 31 limits confidence. BAL REGRESSION. BAL ML Paper only. | SETTLED: BAL won 9-5.,"[""Rule 31: Miles opener (GS=1, avgIP=3.0)"", ""BAL REGRESSION (L7=5.50 vs implied=4.50)""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-083,2026-05-31,,TOR @ BAL,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,48.544,106,,,,,,,2026-05-31T06:00:00Z,,,,,57.8,47.5,3.2,,High,SETTLED,SUPPORTED,4.0,LOSS,0.0,-4.0,-100.0,,,,,,,,,full_game,"Miles avgIP=3 → opener gate fires [T1]. F5/K props unqualified. TOR ML still valid — Miles true_xFIP=2.77 elite, Bradish xFIP=4.12 vulnerable. Poisson: TOR 57.8% vs PinVF 47.6% = +10.2% raw. NOTE: bet-082 BAL ML Paper appears to be direction error from prior session — this corrects to TOR. BAL last7 R/G=5.5 (elevated but total line already 8.5). Bradish BB%=11.8 high walk risk. Kalshi agrees TOR 47.5% (near Pinnacle, not model) — model sees larger edge here. | SETTLED: BAL won 9-5. TOR ML loss.","[""Rule24_MilesOpener_F5Unqualified"", ""Rule31_OpenerUnderSuspect""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-084,2026-05-31,,MIL @ HOU,,,inning_result,F5 ML,F5,,,,,,,,legacy_fallback,60.784,-155,,,,,,,,,,,,72.4,64.5,11.62,,High,SETTLED,SUPPORTED,4.0,WIN,6.58,2.58,64.5,,,,,,,,,F5,"F5 price UNCONFIRMED — logged Paper per Rule 42 [T1]. Misiorowski xFIP=1.68 (historic ace tier), xERAGap=4.02, f5Amplified=True — clearest F5 signal on slate. Imai xFIP=5.7, BB%=17.5 extreme, avgIP=3.16 (just above opener threshold). MIL F5=72.4%. At estimated -160 → VF=61.5% → edge=+10.9%. At -200 → edge=+5.7%. Even heavily juiced this is a strong play. Upgrade to Medium/High once actual FD/DK price confirmed. | PRICE CONFIRMED: -155 on FD/DK. Edge recalculated to 11.62%. Upgraded to High $4. | SETTLED: MIL 2-0 after 5inn (all scored inn4). Misiorowski 7IP shutout.","[""Rule42_F5PriceConfirmed""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-085,2026-05-31,,NYY @ ATH,,,game_result,ML,full_game,,,,,,2026-05-31T06:00:00Z,,legacy_fallback,61.39,-159,,,,,,,2026-05-31T06:00:00Z,,,,,65.1,60.5,5.2,,Medium,SETTLED,SUPPORTED,4.0,WIN,6.52,2.52,63.0,,,,,,,,,full_game,"Lopez xFIP=6.54, xERA=3.9 — xFIP>xERA by 2.64 → fade signal (Rule 48), use xFIP. BB%=13.5 extreme. NYY last7=6.67 R/G hot. Warren xFIP=3.25 sharp. Rule 33 check: ML -159, RL -101. P(NYY cover -1.5)=44.7% — below 45% threshold for plus money, so Rule 33 does not force RL primary. Log ML. Poisson: NYY 65.1% vs VF 59.9% = +5.2% edge. Size: Medium $4 (ML multiplier 1.50x → $4.50 → cap check vs High $4 → capped at $4). Kalshi confirms: 60.5% (agrees with Pinnacle vs model). | SETTLED: NYY won 13-8.","[""Rule33_MLJuiceCheck_RLat-101_CoverPct44.7pct""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-31-086,2026-05-31,,NYY @ ATH,,,inning_result,F5 ML,F5,,,,,,,,legacy_fallback,54.751,-121,,,,,,,,,,,,71.3,60.5,16.55,,High,SETTLED,SUPPORTED,4.0,WIN,7.31,3.31,82.75,,,,,,,,,F5,"F5 price UNCONFIRMED — Paper per Rule 42 [T1]. xERAGap=3.29 f5Amplified=True. NYY F5=71.3%. Lopez xFIP=6.54 extreme, BB%=13.5 — early exit risk actually helps MIL F5 here (walks inflate run total but in NYY case Warren suppresses HOU). Warren xFIP=3.25 elite on the away side. Estimated -175 → VF=63.6% → edge=7.7%. Upgrade to Medium once FD/DK price confirmed. | PRICE CONFIRMED: -121 on FD/DK. Edge recalculated to 16.55%. Upgraded to High $4. | SETTLED: NYY 13 ATH 3 after 5inn. Lopez imploded in inn3 (13 NYY runs).","[""Rule42_F5PriceConfirmed""]","{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
