date,game,away,home,startTime,eventTicker,marketTicker,marketTitle,mappedOutcome,yesBid,yesAsk,noBid,noAsk,midPrice,lastPrice,kalshiVF,executablePriceUsed,modelProb,rawEdgeVsVF,rawEdgeVsExecutable,calibratedEdgeVsExecutable,maxBetPrice,priceSnapshotTimestamp,mappingConfidence,eligibilityStatus,reasonCodes
2026-09-03,ATH@SEA,ATH,SEA,9:40 PM ET,KXMLBF5-26SEP032140ATHSEA,KXMLBF5-26SEP032140ATHSEA-ATH,F5 AWAY wins — ATH@SEA,away,28.0,29.0,71.0,72.0,28.5,29.0,28.5,29.0,,,,,29.0,2026-09-03T15:47:41Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,ATH@SEA,ATH,SEA,9:40 PM ET,KXMLBF5-26SEP032140ATHSEA,KXMLBF5-26SEP032140ATHSEA-SEA,F5 HOME wins — ATH@SEA,home,55.0,57.0,43.0,45.0,56.0,57.0,56.0,57.0,,,,,57.0,2026-09-03T15:47:41Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,ATH@SEA,ATH,SEA,9:40 PM ET,KXMLBF5-26SEP032140ATHSEA,KXMLBF5-26SEP032140ATHSEA-TIE,F5 TIE wins — ATH@SEA,tie,15.0,17.0,83.0,85.0,16.0,17.0,16.0,17.0,,,,,17.0,2026-09-03T15:47:41Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,BOS@BAL,BOS,BAL,7:15 PM ET,KXMLBF5-26SEP031915BOSBAL,KXMLBF5-26SEP031915BOSBAL-BOS,F5 AWAY wins — BOS@BAL,away,46.0,47.0,53.0,54.0,46.5,47.0,46.5,47.0,,,,,47.0,2026-09-03T15:47:41Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,BOS@BAL,BOS,BAL,7:15 PM ET,KXMLBF5-26SEP031915BOSBAL,KXMLBF5-26SEP031915BOSBAL-BAL,F5 HOME wins — BOS@BAL,home,37.0,38.0,62.0,63.0,37.5,38.0,37.5,38.0,,,,,38.0,2026-09-03T15:47:41Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,BOS@BAL,BOS,BAL,7:15 PM ET,KXMLBF5-26SEP031915BOSBAL,KXMLBF5-26SEP031915BOSBAL-TIE,F5 TIE wins — BOS@BAL,tie,14.0,16.0,84.0,86.0,15.0,16.0,15.0,16.0,,,,,16.0,2026-09-03T15:47:41Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,CWS@HOU,CWS,HOU,2:10 PM ET,KXMLBF5-26SEP031410CWSHOU,KXMLBF5-26SEP031410CWSHOU-CWS,F5 AWAY wins — CWS@HOU,away,33.0,34.0,66.0,67.0,33.5,34.0,33.5,34.0,,,,,34.0,2026-09-03T15:47:41Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,CWS@HOU,CWS,HOU,2:10 PM ET,KXMLBF5-26SEP031410CWSHOU,KXMLBF5-26SEP031410CWSHOU-HOU,F5 HOME wins — CWS@HOU,home,51.0,52.0,48.0,49.0,51.5,52.0,51.5,52.0,,,,,52.0,2026-09-03T15:47:41Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,CWS@HOU,CWS,HOU,2:10 PM ET,KXMLBF5-26SEP031410CWSHOU,KXMLBF5-26SEP031410CWSHOU-TIE,F5 TIE wins — CWS@HOU,tie,15.0,16.0,84.0,85.0,15.5,17.0,15.5,16.0,,,,,16.0,2026-09-03T15:47:41Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-03,MIA@KC,MIA,KC,7:40 PM ET,KXMLBF5-26SEP031940MIAKC,KXMLBF5-26SEP031940MIAKC-MIA,F5 AWAY wins — MIA@KC,away,40.0,42.0,58.0,60.0,41.0,41.0,41.0,42.0,,,,,42.0,2026-09-03T15:47:41Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
