date,game,away,home,startTime,eventTicker,marketTicker,marketTitle,mappedOutcome,yesBid,yesAsk,noBid,noAsk,midPrice,lastPrice,kalshiVF,executablePriceUsed,modelProb,rawEdgeVsVF,rawEdgeVsExecutable,calibratedEdgeVsExecutable,maxBetPrice,priceSnapshotTimestamp,mappingConfidence,eligibilityStatus,reasonCodes
2026-08-23,ATL@MIL,ATL,MIL,7:10 PM ET,KXMLBF5-26AUG231910ATLMIL,KXMLBF5-26AUG231910ATLMIL-ATL,F5 AWAY wins — ATL@MIL,away,40.0,41.0,59.0,60.0,40.5,41.0,40.5,41.0,,,,,41.0,2026-08-23T22:08:46Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-08-23,ATL@MIL,ATL,MIL,7:10 PM ET,KXMLBF5-26AUG231910ATLMIL,KXMLBF5-26AUG231910ATLMIL-MIL,F5 HOME wins — ATL@MIL,home,42.0,43.0,57.0,58.0,42.5,42.0,42.5,43.0,,,,,43.0,2026-08-23T22:08:46Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-08-23,ATL@MIL,ATL,MIL,7:10 PM ET,KXMLBF5-26AUG231910ATLMIL,KXMLBF5-26AUG231910ATLMIL-TIE,F5 TIE wins — ATL@MIL,tie,16.0,17.0,83.0,84.0,16.5,17.0,16.5,17.0,,,,,17.0,2026-08-23T22:08:46Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-08-23,CHC@SEA,CHC,SEA,4:10 PM ET,KXMLBF5-26AUG231610CHCSEA,KXMLBF5-26AUG231610CHCSEA-CHC,F5 AWAY wins — CHC@SEA,away,99.0,100.0,0.0,1.0,99.5,99.0,99.5,100.0,,,,,100.0,2026-08-23T22:08:46Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-08-23,CHC@SEA,CHC,SEA,4:10 PM ET,KXMLBF5-26AUG231610CHCSEA,KXMLBF5-26AUG231610CHCSEA-SEA,F5 HOME wins — CHC@SEA,home,0.0,1.0,99.0,100.0,0.5,2.0,0.5,1.0,,,,,1.0,2026-08-23T22:08:46Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-08-23,CHC@SEA,CHC,SEA,4:10 PM ET,KXMLBF5-26AUG231610CHCSEA,KXMLBF5-26AUG231610CHCSEA-TIE,F5 TIE wins — CHC@SEA,tie,0.0,1.0,99.0,100.0,0.5,1.0,0.5,1.0,,,,,1.0,2026-08-23T22:08:46Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-08-23,CIN@AZ,CIN,AZ,4:15 PM ET,,,,unknown,,,,,,,,,,,,,,2026-08-23T22:08:46Z,none,F5_MARKET_ABSENT,F5_TIE_MARKET_UNMAPPED
2026-08-23,CLE@COL,CLE,COL,3:10 PM ET,,,,unknown,,,,,,,,,,,,,,2026-08-23T22:08:46Z,none,F5_MARKET_ABSENT,F5_TIE_MARKET_UNMAPPED
2026-08-23,MIN@SD,MIN,SD,4:10 PM ET,,,,unknown,,,,,,,,,,,,,,2026-08-23T22:08:46Z,none,F5_MARKET_ABSENT,F5_TIE_MARKET_UNMAPPED
2026-08-23,PIT@LAD,PIT,LAD,4:10 PM ET,,,,unknown,,,,,,,,,,,,,,2026-08-23T22:08:46Z,none,F5_MARKET_ABSENT,F5_TIE_MARKET_UNMAPPED
