date,game,away,home,startTime,eventTicker,marketTicker,marketTitle,mappedOutcome,yesBid,yesAsk,noBid,noAsk,midPrice,lastPrice,kalshiVF,executablePriceUsed,modelProb,rawEdgeVsVF,rawEdgeVsExecutable,calibratedEdgeVsExecutable,maxBetPrice,priceSnapshotTimestamp,mappingConfidence,eligibilityStatus,reasonCodes
2026-09-13,BAL@TOR,BAL,TOR,1:37 PM ET,KXMLBF5-26SEP131337BALTOR,KXMLBF5-26SEP131337BALTOR-BAL,F5 AWAY wins — BAL@TOR,away,11.0,12.0,88.0,89.0,11.5,11.0,11.5,12.0,34.33,22.83,22.33,5.694,12.0,2026-09-13T18:32:31Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,BAL@TOR,BAL,TOR,1:37 PM ET,KXMLBF5-26SEP131337BALTOR,KXMLBF5-26SEP131337BALTOR-TOR,F5 HOME wins — BAL@TOR,home,75.0,77.0,23.0,25.0,76.0,77.0,76.0,77.0,43.1,-32.9,-33.9,-8.644,77.0,2026-09-13T18:32:31Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,BAL@TOR,BAL,TOR,1:37 PM ET,KXMLBF5-26SEP131337BALTOR,KXMLBF5-26SEP131337BALTOR-TIE,F5 TIE wins — BAL@TOR,tie,12.0,13.0,87.0,88.0,12.5,13.0,12.5,13.0,,,,,13.0,2026-09-13T18:32:31Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,CIN@MIL,CIN,MIL,2:10 PM ET,KXMLBF5-26SEP131410CINMIL,KXMLBF5-26SEP131410CINMIL-CIN,F5 AWAY wins — CIN@MIL,away,39.0,41.0,59.0,61.0,40.0,41.0,40.0,41.0,42.52,2.52,1.52,0.388,41.0,2026-09-13T18:32:31Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,CIN@MIL,CIN,MIL,2:10 PM ET,KXMLBF5-26SEP131410CINMIL,KXMLBF5-26SEP131410CINMIL-MIL,F5 HOME wins — CIN@MIL,home,43.0,44.0,56.0,57.0,43.5,43.0,43.5,44.0,37.93,-5.57,-6.07,-1.548,44.0,2026-09-13T18:32:31Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,CIN@MIL,CIN,MIL,2:10 PM ET,KXMLBF5-26SEP131410CINMIL,KXMLBF5-26SEP131410CINMIL-TIE,F5 TIE wins — CIN@MIL,tie,15.0,18.0,82.0,85.0,16.5,20.0,16.5,18.0,,,,,18.0,2026-09-13T18:32:31Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,CLE@MIN,CLE,MIN,2:10 PM ET,KXMLBF5-26SEP131410CLEMIN,KXMLBF5-26SEP131410CLEMIN-CLE,F5 AWAY wins — CLE@MIN,away,51.0,53.0,47.0,49.0,52.0,56.0,52.0,53.0,31.17,-20.83,-21.83,-5.567,53.0,2026-09-13T18:32:31Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,CLE@MIN,CLE,MIN,2:10 PM ET,KXMLBF5-26SEP131410CLEMIN,KXMLBF5-26SEP131410CLEMIN-MIN,F5 HOME wins — CLE@MIN,home,32.0,34.0,66.0,68.0,33.0,31.0,33.0,34.0,49.36,16.36,15.36,3.917,34.0,2026-09-13T18:32:31Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,CLE@MIN,CLE,MIN,2:10 PM ET,KXMLBF5-26SEP131410CLEMIN,KXMLBF5-26SEP131410CLEMIN-TIE,F5 TIE wins — CLE@MIN,tie,14.0,16.0,84.0,86.0,15.0,15.0,15.0,16.0,,,,,16.0,2026-09-13T18:32:31Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-13,COL@DET,COL,DET,12:10 PM ET,,,,unknown,,,,,,,,,,,,,,2026-09-13T18:32:31Z,none,F5_MARKET_ABSENT,F5_TIE_MARKET_UNMAPPED
2026-09-13,CWS@STL,CWS,STL,2:15 PM ET,KXMLBF5-26SEP131415CWSSTL,KXMLBF5-26SEP131415CWSSTL-CWS,F5 AWAY wins — CWS@STL,away,50.0,51.0,49.0,50.0,50.5,50.0,50.5,51.0,27.7,-22.8,-23.3,-5.942,51.0,2026-09-13T18:32:31Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
