date,game,away,home,startTime,eventTicker,marketTicker,marketTitle,mappedOutcome,yesBid,yesAsk,noBid,noAsk,midPrice,lastPrice,kalshiVF,executablePriceUsed,modelProb,rawEdgeVsVF,rawEdgeVsExecutable,calibratedEdgeVsExecutable,maxBetPrice,priceSnapshotTimestamp,mappingConfidence,eligibilityStatus,reasonCodes
2026-07-31,AZ@CLE,AZ,CLE,7:10 PM ET,KXMLBF5-26JUL311910AZCLE,KXMLBF5-26JUL311910AZCLE-AZ,F5 AWAY wins — AZ@CLE,away,38.0,39.0,61.0,62.0,38.5,39.0,38.5,39.0,,,,,39.0,2026-07-31T22:38:00Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,AZ@CLE,AZ,CLE,7:10 PM ET,KXMLBF5-26JUL311910AZCLE,KXMLBF5-26JUL311910AZCLE-CLE,F5 HOME wins — AZ@CLE,home,48.0,49.0,51.0,52.0,48.5,49.0,48.5,49.0,,,,,49.0,2026-07-31T22:38:00Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,AZ@CLE,AZ,CLE,7:10 PM ET,KXMLBF5-26JUL311910AZCLE,KXMLBF5-26JUL311910AZCLE-TIE,F5 TIE wins — AZ@CLE,tie,14.0,15.0,85.0,86.0,14.5,15.0,14.5,15.0,,,,,15.0,2026-07-31T22:38:00Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,BOS@LAD,BOS,LAD,10:10 PM ET,KXMLBF5-26JUL312210BOSLAD,KXMLBF5-26JUL312210BOSLAD-BOS,F5 AWAY wins — BOS@LAD,away,37.0,39.0,61.0,63.0,38.0,39.0,38.0,39.0,,,,,39.0,2026-07-31T22:38:00Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,BOS@LAD,BOS,LAD,10:10 PM ET,KXMLBF5-26JUL312210BOSLAD,KXMLBF5-26JUL312210BOSLAD-LAD,F5 HOME wins — BOS@LAD,home,47.0,48.0,52.0,53.0,47.5,48.0,47.5,48.0,,,,,48.0,2026-07-31T22:38:00Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,BOS@LAD,BOS,LAD,10:10 PM ET,KXMLBF5-26JUL312210BOSLAD,KXMLBF5-26JUL312210BOSLAD-TIE,F5 TIE wins — BOS@LAD,tie,15.0,16.0,84.0,85.0,15.5,17.0,15.5,16.0,,,,,16.0,2026-07-31T22:38:00Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,CWS@TB,CWS,TB,7:10 PM ET,KXMLBF5-26JUL311910CWSTB,KXMLBF5-26JUL311910CWSTB-CWS,F5 AWAY wins — CWS@TB,away,36.0,37.0,63.0,64.0,36.5,37.0,36.5,37.0,,,,,37.0,2026-07-31T22:38:00Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,CWS@TB,CWS,TB,7:10 PM ET,KXMLBF5-26JUL311910CWSTB,KXMLBF5-26JUL311910CWSTB-TB,F5 HOME wins — CWS@TB,home,49.0,50.0,50.0,51.0,49.5,49.0,49.5,50.0,,,,,50.0,2026-07-31T22:38:00Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,CWS@TB,CWS,TB,7:10 PM ET,KXMLBF5-26JUL311910CWSTB,KXMLBF5-26JUL311910CWSTB-TIE,F5 TIE wins — CWS@TB,tie,14.0,15.0,85.0,86.0,14.5,15.0,14.5,15.0,,,,,15.0,2026-07-31T22:38:00Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-07-31,DET@ATH,DET,ATH,9:40 PM ET,KXMLBF5-26JUL312140DETATH,KXMLBF5-26JUL312140DETATH-DET,F5 AWAY wins — DET@ATH,away,50.0,51.0,49.0,50.0,50.5,51.0,50.5,51.0,63.62,13.12,12.62,3.218,51.0,2026-07-31T22:38:00Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
